movieId,title,genres,title_clean,genres_text,tags_text,profile_text
127001,Pan (1995),Drama,pan (1995),drama,,pan (1995) drama
127003,Documentarian (2013),(no genres listed),documentarian (2013),,,documentarian (2013)
127005,A Year Along the Abandoned Road,(no genres listed),a year along the abandoned road,,abandoned arctic deserted town nature norway stop motion,a year along the abandoned road abandoned arctic deserted town nature norway stop motion
127007,The Shoe (1998),(no genres listed),the shoe (1998),,woman director,the shoe (1998) woman director
127009,Night Editor (1946),Drama,night editor (1946),drama,dirty cop film noir reporter,night editor (1946) drama dirty cop film noir reporter
127011,Under the Flag of the Rising Sun (1972),Drama|Mystery|War,under the flag of the rising sun (1972),drama mystery war,kinji fukasaku,under the flag of the rising sun (1972) drama mystery war kinji fukasaku
127013,The Devil Thumbs a Ride (1947),Drama|Film-Noir,the devil thumbs a ride (1947),drama film-noir,film noir gas station kidnapping,the devil thumbs a ride (1947) drama film-noir film noir gas station kidnapping
127015,The Man Who Lived Again (1936),Horror|Sci-Fi,the man who lived again (1936),horror sci-fi,brain chimp experiment fog laboratory mad scientist strangle,the man who lived again (1936) horror sci-fi brain chimp experiment fog laboratory mad scientist strangle
127017,The Man They Could Not Hang (1939),Crime|Horror|Sci-Fi,the man they could not hang (1939),crime horror sci-fi,bd-r mad scientist necromancy revenge revenge motive,the man they could not hang (1939) crime horror sci-fi bd-r mad scientist necromancy revenge revenge motive
127019,Line of Sight (2012),Documentary,line of sight (2012),documentary,benny zenga bicycle fixed fixed gear bike fixie racing,line of sight (2012) documentary benny zenga bicycle fixed fixed gear bike fixie racing
127021,Rewind This! (2013),Documentary,rewind this! (2013),documentary,02/15 03/15 collector documentary home video josh johnson movies pop culture vhs vhs video video store videotape,rewind this! (2013) documentary 02/15 03/15 collector documentary home video josh johnson movies pop culture vhs vhs video video store videotape
127025,Josephine (2013),Comedy|Romance,josephine (2013),comedy romance,woman director,josephine (2013) comedy romance woman director
127027,The Land Unknown (1957),Adventure|Fantasy|Sci-Fi,the land unknown (1957),adventure fantasy sci-fi,antarctic carnivorous plant dinosaur expedition helicopter jungle monster plesiosaur prehistoric animal prehistoric creature pterodactyl raft reporter rescue sea monster tyrannosaurus rex,the land unknown (1957) adventure fantasy sci-fi antarctic carnivorous plant dinosaur expedition helicopter jungle monster plesiosaur prehistoric animal prehistoric creature pterodactyl raft reporter rescue sea monster tyrannosaurus rex
127029,Crazy Thunder Road (1980),Action|Sci-Fi,crazy thunder road (1980),action sci-fi,gakuryû ishii,crazy thunder road (1980) action sci-fi gakuryû ishii
127031,Pizzas (2012),Drama,pizzas (2012),drama,woman director,pizzas (2012) drama woman director
127033,"Mother, I Love You (2013)",Drama,"mother, i love you (2013)",drama,janis nords,"mother, i love you (2013) drama janis nords"
127035,Dream Team 1935 (2012),Comedy|Drama,dream team 1935 (2012),comedy drama,aigars grauba basketball coach dedication europe latvia maximum effort sports,dream team 1935 (2012) comedy drama aigars grauba basketball coach dedication europe latvia maximum effort sports
127038,Matthew's Days (1968),Drama,matthew's days (1968),drama,witold leszczynski,matthew's days (1968) drama witold leszczynski
127040,Fantomas (Fantômas) (1964),Adventure|Comedy|Crime|Fantasy,fantomas (fantômas) (1964),adventure comedy crime fantasy,andré hunebelle fugitive louis de funès newspaper police operation press conference,fantomas (fantômas) (1964) adventure comedy crime fantasy andré hunebelle fugitive louis de funès newspaper police operation press conference
127042,Fantomas Unleashed (Fantômas se déchaîne) (1965),Adventure|Comedy|Crime|Fantasy,fantomas unleashed (fantômas se déchaîne) (1965),adventure comedy crime fantasy,classical criminal french fugitive funny louis de funès police operation press,fantomas unleashed (fantômas se déchaîne) (1965) adventure comedy crime fantasy classical criminal french fugitive funny louis de funès police operation press
127044,Fantomas vs. Scotland Yard (Fantômas contre Scotland Yard) (1967),Adventure|Comedy|Crime|Fantasy,fantomas vs. scotland yard (fantômas contre scotland yard) (1967),adventure comedy crime fantasy,cast criminal french funny hunting human beings louis de funès plot police police operation,fantomas vs. scotland yard (fantômas contre scotland yard) (1967) adventure comedy crime fantasy cast criminal french funny hunting human beings louis de funès plot police police operation
127046,Pursuit to Algiers (1945),Adventure|Crime|Mystery|Romance,pursuit to algiers (1945),adventure crime mystery romance,roy william neill sherlock holmes,pursuit to algiers (1945) adventure crime mystery romance roy william neill sherlock holmes
127048,The Radio Pirates (2007),Children|Comedy,the radio pirates (2007),children comedy,,the radio pirates (2007) children comedy
127050,Megacities (1998),Documentary,megacities (1998),documentary,michael glawogger slum,megacities (1998) documentary michael glawogger slum
127052,Operation 'Y' & Other Shurik's Adventures (1965),Comedy|Crime|Romance,operation 'y' & other shurik's adventures (1965),comedy crime romance,1950s criminal trio exam fight leonid gayday robbery russia russian soviet student thief ussr,operation 'y' & other shurik's adventures (1965) comedy crime romance 1950s criminal trio exam fight leonid gayday robbery russia russian soviet student thief ussr
127054,Gertie the Dinosaur (1914),Animation|Children|Comedy,gertie the dinosaur (1914),animation children comedy,brontosaurus dinosaur museum short winsor mccay,gertie the dinosaur (1914) animation children comedy brontosaurus dinosaur museum short winsor mccay
127060,"Blood, Sweat + Vinyl: DIY in the 21st Century (2011)",Documentary,"blood, sweat + vinyl: diy in the 21st century (2011)",documentary,kenneth thomas,"blood, sweat + vinyl: diy in the 21st century (2011) documentary kenneth thomas"
127062,The Lumière Brothers' First Films (1996),Documentary,the lumière brothers' first films (1996),documentary,auguste lumière film and cinema history louis lumière,the lumière brothers' first films (1996) documentary auguste lumière film and cinema history louis lumière
127064,Amador (2010),Drama,amador (2010),drama,,amador (2010) drama
127066,Art and Craft (2014),Documentary,art and craft (2014),documentary,con artist misfits and outsiders obsession woman director,art and craft (2014) documentary con artist misfits and outsiders obsession woman director
127068,The Castle of Fu Manchu (1969),Action|Crime|Horror,the castle of fu manchu (1969),action crime horror,ice iceberg ocean liner opium secret formula,the castle of fu manchu (1969) action crime horror ice iceberg ocean liner opium secret formula
127070,The Vengeance of Fu Manchu (1967),Action|Crime|Drama|Horror,the vengeance of fu manchu (1967),action crime drama horror,bd-r,the vengeance of fu manchu (1967) action crime drama horror bd-r
127072,Lightning Bolt: The Power of Salad (2002),Documentary,lightning bolt: the power of salad (2002),documentary,nick noe peter glantz,lightning bolt: the power of salad (2002) documentary nick noe peter glantz
127074,Fuck Up (2012),Comedy|Crime|Drama,fuck up (2012),comedy crime drama,,fuck up (2012) comedy crime drama
127076,Defenders of Riga (2007),Action|Drama|War,defenders of riga (2007),action drama war,1920s aigars grauba bad acting defender historical latvia post world war i riga soldier war warfield world war i,defenders of riga (2007) action drama war 1920s aigars grauba bad acting defender historical latvia post world war i riga soldier war warfield world war i
127078,Gulf Stream Under the Iceberg (2012),Drama|Fantasy,gulf stream under the iceberg (2012),drama fantasy,,gulf stream under the iceberg (2012) drama fantasy
127080,The Diary of Preston Plummer (2012),Drama|Romance,the diary of preston plummer (2012),drama romance,independent film,the diary of preston plummer (2012) drama romance independent film
127082,Oxygen (2009),Drama|Musical,oxygen (2009),drama musical,cinematography crime criminal desperation love music musical teach in - i'm alone violence,oxygen (2009) drama musical cinematography crime criminal desperation love music musical teach in - i'm alone violence
127084,Suicide Room (2011),Drama|Thriller,suicide room (2011),drama thriller,bullying chatroom computer game depressing depression emo gay gay interest gay man highschool internet jan komasa lonely online friends parenting pill pills polish self harm suicide teen teenager virtual reality,suicide room (2011) drama thriller bullying chatroom computer game depressing depression emo gay gay interest gay man highschool internet jan komasa lonely online friends parenting pill pills polish self harm suicide teen teenager virtual reality
127088,Suburban Gothic (2014),Comedy|Horror,suburban gothic (2014),comedy horror,evil spirit ghosts haunted house horcom kat dennings matthew gray gubler paranormal activity spirit supernatural,suburban gothic (2014) comedy horror evil spirit ghosts haunted house horcom kat dennings matthew gray gubler paranormal activity spirit supernatural
127090,The Killing Jar (2010),Drama|Thriller,the killing jar (2010),drama thriller,blood diner hostage murder serial killer shotgun splatter,the killing jar (2010) drama thriller blood diner hostage murder serial killer shotgun splatter
127092,The Kiss of Her Flesh (1968),Horror|Thriller,the kiss of her flesh (1968),horror thriller,dancer murder nudity sex stripper violence,the kiss of her flesh (1968) horror thriller dancer murder nudity sex stripper violence
127094,Kolka Cool (2011),Comedy|Drama,kolka cool (2011),comedy drama,juris poskus small town,kolka cool (2011) comedy drama juris poskus small town
127096,Project Almanac (2015),Sci-Fi|Thriller,project almanac (2015),sci-fi thriller,a good film could have been made with the same budget altering history altering past atlanta avorrida bad bad ending bad science blasphemous bully comeuppance camera childish cliché coming of age confusing crude disappointing found footage fowl language high school i need a time machine so i can stop myself from seeing this movie low budget molt_criticada nerds not found footage okay poor production... science fiction shakey skaky cam slightly comical slow paced stupid ending stupid teenagers teenager teenagers teens time machine time travel video footage,project almanac (2015) sci-fi thriller a good film could have been made with the same budget altering history altering past atlanta avorrida bad bad ending bad science blasphemous bully comeuppance camera childish cliché coming of age confusing crude disappointing found footage fowl language high school i need a time machine so i can stop myself from seeing this movie low budget molt_criticada nerds not found footage okay poor production... science fiction shakey skaky cam slightly comical slow paced stupid ending stupid teenagers teenager teenagers teens time machine time travel video footage
